,key,type,label
21798,clueweb12-0000tw-00-00823,PERSON,freakin
21799,clueweb12-0000tw-00-00823,LANGUAGE,seethingapathy
21800,clueweb12-0000tw-00-00823,TIME,7 hours
21801,clueweb12-0000tw-00-00823,CARDINAL,15
21802,clueweb12-0000tw-00-00823,PERSON,kristencusumano 1 point
21803,clueweb12-0000tw-00-00823,TIME,7 hours ago
21804,clueweb12-0000tw-00-00823,CARDINAL,one two
21805,clueweb12-0000tw-00-00823,CARDINAL,three
21806,clueweb12-0000tw-00-00823,ORG,Cziko
21807,clueweb12-0000tw-00-00823,CARDINAL,1
21808,clueweb12-0000tw-00-00823,TIME,7 hours ago
21809,clueweb12-0000tw-00-00823,CARDINAL,20
21810,clueweb12-0000tw-00-00823,CARDINAL,1
21811,clueweb12-0000tw-00-00823,TIME,8 hours
21812,clueweb12-0000tw-00-00823,PRODUCT,zubizuva 1 point
21813,clueweb12-0000tw-00-00823,TIME,8 hours
21814,clueweb12-0000tw-00-00823,CARDINAL,two and three
21815,clueweb12-0000tw-00-00823,CARDINAL,One
21816,clueweb12-0000tw-00-00823,CARDINAL,Freezin 1
21817,clueweb12-0000tw-00-00823,TIME,8 hours ago
21818,clueweb12-0000tw-00-00823,CARDINAL,RalphLaurenJr 1
21819,clueweb12-0000tw-00-00823,TIME,8 hours
21820,clueweb12-0000tw-00-00823,ORG,TattooedLady
21821,clueweb12-0000tw-00-00823,CARDINAL,1
21822,clueweb12-0000tw-00-00823,TIME,9 hours ago
21823,clueweb12-0000tw-00-00823,PERSON,Sweetandlow
21824,clueweb12-0000tw-00-00823,TIME,9 hours ago
21825,clueweb12-0000tw-00-00823,PERSON,walczyk 0
21826,clueweb12-0000tw-00-00823,TIME,9 hours
21827,clueweb12-0000tw-00-00823,CARDINAL,1
21828,clueweb12-0000tw-00-00823,TIME,10 hours ago
21829,clueweb12-0000tw-00-00823,CARDINAL,one
21830,clueweb12-0000tw-00-00823,DATE,2012
21831,clueweb12-0000tw-00-00823,ORG,LLC
21832,clueweb12-0000tw-00-00823,ORG,faq
21833,clueweb12-0000tw-00-00823,TIME,17 hours ago
21834,clueweb12-0000tw-00-00823,CARDINAL,"254,199"
21835,clueweb12-0000tw-00-00823,CARDINAL,9.16
21836,clueweb12-0000tw-00-00823,ORG,Download Advertisement
21837,clueweb12-0000tw-00-00824,TIME,14 hours ago
21838,clueweb12-0000tw-00-00824,CARDINAL,"51,211"
21839,clueweb12-0000tw-00-00824,CARDINAL,10.43
21840,clueweb12-0000tw-00-00824,ORG,View
21841,clueweb12-0000tw-00-00824,DATE,2012
21842,clueweb12-0000tw-00-00824,ORG,LLC
21843,clueweb12-0000tw-00-00824,ORG,faq
21844,clueweb12-0000tw-00-00825,TIME,the ho 6 hours ago 47
21845,clueweb12-0000tw-00-00825,CARDINAL,12.40
21846,clueweb12-0000tw-00-00825,PRODUCT,MB
21847,clueweb12-0000tw-00-00825,ORG,View
21848,clueweb12-0000tw-00-00825,DATE,2012
21849,clueweb12-0000tw-00-00825,ORG,LLC
21850,clueweb12-0000tw-00-00825,ORG,faq
21851,clueweb12-0000tw-00-00826,TIME,7 hours ago
21852,clueweb12-0000tw-00-00826,CARDINAL,"7,411"
21853,clueweb12-0000tw-00-00826,CARDINAL,2.64
21854,clueweb12-0000tw-00-00826,ORG,View
21855,clueweb12-0000tw-00-00826,DATE,2012
21856,clueweb12-0000tw-00-00826,ORG,LLC
21857,clueweb12-0000tw-00-00826,ORG,faq
21858,clueweb12-0000tw-00-00827,DATE,1 day ago
21859,clueweb12-0000tw-00-00827,CARDINAL,118
21860,clueweb12-0000tw-00-00827,CARDINAL,4.75
21861,clueweb12-0000tw-00-00827,DATE,2012
21862,clueweb12-0000tw-00-00827,ORG,LLC
21863,clueweb12-0000tw-00-00827,ORG,faq
21864,clueweb12-0000tw-00-00827,DATE,Today
21865,clueweb12-0000tw-00-00828,PERSON,Boob Marley - Imgur
21866,clueweb12-0000tw-00-00828,PERSON,Boob Marley 5
21867,clueweb12-0000tw-00-00828,CARDINAL,294
21868,clueweb12-0000tw-00-00828,CARDINAL,11.36
21869,clueweb12-0000tw-00-00828,ORG,MB
21870,clueweb12-0000tw-00-00828,ORG,View
21871,clueweb12-0000tw-00-00828,DATE,2012
21872,clueweb12-0000tw-00-00828,ORG,LLC
21873,clueweb12-0000tw-00-00828,ORG,faq
21874,clueweb12-0000tw-00-00829,ORG,Sokoblovsky Farms
21875,clueweb12-0000tw-00-00829,GPE,Russia
21876,clueweb12-0000tw-00-00829,ORG,Finest Purveyors of Miniature Lap Giraffes Sokoblovsky Farms
21877,clueweb12-0000tw-00-00829,CARDINAL,1 800
21878,clueweb12-0000tw-00-00829,LANGUAGE,English
21879,clueweb12-0000tw-00-00829,NORP,Russian
21880,clueweb12-0000tw-00-00829,FAC,Sokoblovsky Farms
21881,clueweb12-0000tw-00-00829,ORG,Petite Lap Giraffes
21882,clueweb12-0000tw-00-00829,PERSON,Giraffe-Cam
21883,clueweb12-0000tw-00-00829,PERSON,Bull Vladimir
21884,clueweb12-0000tw-00-00829,ORG,Sokoblovsky Farms
21885,clueweb12-0000tw-00-00829,CARDINAL,1 800
21886,clueweb12-0000tw-00-00829,DATE,1997 - 2012
21887,clueweb12-0000tw-00-00830,ORG,Phoenix Effects Editor Peacock Color
21888,clueweb12-0000tw-00-00830,PERSON,Raven Audio
21889,clueweb12-0000tw-00-00830,PERSON,Myna Image
21890,clueweb12-0000tw-00-00830,PERSON,Creator Roc
21891,clueweb12-0000tw-00-00830,ORG,JavaScript
21892,clueweb12-0000tw-00-00830,PRODUCT,Drum Beat 1.egg 1
21893,clueweb12-0000tw-00-00830,WORK_OF_ART,Drum Beat 1 By
21894,clueweb12-0000tw-00-00830,CARDINAL,2
21895,clueweb12-0000tw-00-00830,WORK_OF_ART,Drum Beat
21896,clueweb12-0000tw-00-00830,CARDINAL,0
21897,clueweb12-0000tw-00-00830,WORK_OF_ART,Download MP3 Download WAV Link
21898,clueweb12-0000tw-00-00830,NORP,Facebook
21899,clueweb12-0000tw-00-00830,ORG,Flickr
21900,clueweb12-0000tw-00-00830,ORG,IM Forums
21901,clueweb12-0000tw-00-00830,CARDINAL,one
21902,clueweb12-0000tw-00-00830,ORG,Blue
21903,clueweb12-0000tw-00-00830,GPE,Aviary
21904,clueweb12-0000tw-00-00830,GPE,Roc
21905,clueweb12-0000tw-00-00830,DATE,"Feb 10, 2012 Updated Feb 10, 2012"
21906,clueweb12-0000tw-00-00830,TIME,16 seconds
21907,clueweb12-0000tw-00-00830,CARDINAL,120
21908,clueweb12-0000tw-00-00830,CARDINAL,58
21909,clueweb12-0000tw-00-00830,CARDINAL,0
21910,clueweb12-0000tw-00-00830,CARDINAL,0
21911,clueweb12-0000tw-00-00830,CARDINAL,0
21912,clueweb12-0000tw-00-00830,CARDINAL,1
21913,clueweb12-0000tw-00-00830,WORK_OF_ART,Home Tools Blog About
21914,clueweb12-0000tw-00-00830,CARDINAL,793
21915,clueweb12-0000tw-00-00831,WORK_OF_ART,English Espa ol Fran ais Portugu s About Partners Donate Home Take
21916,clueweb12-0000tw-00-00831,GPE,Russia
21917,clueweb12-0000tw-00-00831,CARDINAL,"268,784"
21918,clueweb12-0000tw-00-00831,CARDINAL,"275,000"
21919,clueweb12-0000tw-00-00831,CARDINAL,275000
21920,clueweb12-0000tw-00-00831,CARDINAL,"268,784"
21921,clueweb12-0000tw-00-00831,CARDINAL,"275,000"
21922,clueweb12-0000tw-00-00831,DATE,February 8th
21923,clueweb12-0000tw-00-00831,TIME,This morning
21924,clueweb12-0000tw-00-00831,GPE,St. Petersburg
21925,clueweb12-0000tw-00-00831,DATE,the 2nd
21926,clueweb12-0000tw-00-00831,CARDINAL,millions
21927,clueweb12-0000tw-00-00831,NORP,Russian
21928,clueweb12-0000tw-00-00831,PERSON,Polina
21929,clueweb12-0000tw-00-00831,DATE,next week
21930,clueweb12-0000tw-00-00831,NORP,Russian
21931,clueweb12-0000tw-00-00831,GPE,St. Petersburg
21932,clueweb12-0000tw-00-00831,GPE,St. Petersburg
21933,clueweb12-0000tw-00-00831,NORP,Russian
21934,clueweb12-0000tw-00-00831,NORP,Russian
21935,clueweb12-0000tw-00-00831,PERSON,Medvedev
21936,clueweb12-0000tw-00-00831,PERSON,Putin
21937,clueweb12-0000tw-00-00831,GPE,Russia
21938,clueweb12-0000tw-00-00831,LAW,the European Convention on Human Rights
21939,clueweb12-0000tw-00-00831,GPE,Russia
21940,clueweb12-0000tw-00-00831,NORP,LGBT Russians
21941,clueweb12-0000tw-00-00831,ORDINAL,First
21942,clueweb12-0000tw-00-00831,ORG,Country Afghanistan
21943,clueweb12-0000tw-00-00831,NORP,Samoa Andorra Angola Anguilla
21944,clueweb12-0000tw-00-00831,GPE,Antigua
21945,clueweb12-0000tw-00-00831,GPE,Barbuda Argentina
21946,clueweb12-0000tw-00-00831,GPE,Australia
21947,clueweb12-0000tw-00-00831,GPE,Austria Azerbaijan
21948,clueweb12-0000tw-00-00831,GPE,Bahamas
21949,clueweb12-0000tw-00-00831,PERSON,Bahrain
21950,clueweb12-0000tw-00-00831,GPE,Barbados Belarus
21951,clueweb12-0000tw-00-00831,GPE,Belgium
21952,clueweb12-0000tw-00-00831,GPE,Bhutan Bolivia Bosnia and Herzegovina
21953,clueweb12-0000tw-00-00831,GPE,Brunei
21954,clueweb12-0000tw-00-00831,GPE,Darussalam
21955,clueweb12-0000tw-00-00831,GPE,Bulgaria
21956,clueweb12-0000tw-00-00831,GPE,Burkina
21957,clueweb12-0000tw-00-00831,GPE,Faso
21958,clueweb12-0000tw-00-00831,GPE,Burundi
21959,clueweb12-0000tw-00-00831,GPE,Cambodia
21960,clueweb12-0000tw-00-00831,GPE,Cameroon
21961,clueweb12-0000tw-00-00831,GPE,Canada
21962,clueweb12-0000tw-00-00831,GPE,Verde
21963,clueweb12-0000tw-00-00831,LOC,Cayman Islands Central African Republic
21964,clueweb12-0000tw-00-00831,GPE,Congo
21965,clueweb12-0000tw-00-00831,GPE,Democratic Republic of the Cook
21966,clueweb12-0000tw-00-00831,GPE,Costa Rica
21967,clueweb12-0000tw-00-00831,GPE,Cote
21968,clueweb12-0000tw-00-00831,GPE,Croatia Cuba
21969,clueweb12-0000tw-00-00831,GPE,Cyprus
21970,clueweb12-0000tw-00-00831,GPE,Czech Republic
21971,clueweb12-0000tw-00-00831,GPE,Denmark
21972,clueweb12-0000tw-00-00831,GPE,Dominica
21973,clueweb12-0000tw-00-00831,GPE,Dominican Republic Ecuador
21974,clueweb12-0000tw-00-00831,GPE,El Salvador
21975,clueweb12-0000tw-00-00831,GPE,Equatorial Guinea
21976,clueweb12-0000tw-00-00831,GPE,Eritrea
21977,clueweb12-0000tw-00-00831,GPE,Estonia
21978,clueweb12-0000tw-00-00831,GPE,Ethiopia Falkland
21979,clueweb12-0000tw-00-00831,GPE,Fiji
21980,clueweb12-0000tw-00-00831,GPE,France
21981,clueweb12-0000tw-00-00831,NORP,French
21982,clueweb12-0000tw-00-00831,PERSON,Guiana
21983,clueweb12-0000tw-00-00831,NORP,French
21984,clueweb12-0000tw-00-00831,GPE,Polynesia
21985,clueweb12-0000tw-00-00831,GPE,Gabon Gambia
21986,clueweb12-0000tw-00-00831,GPE,Georgia
21987,clueweb12-0000tw-00-00831,GPE,Germany
21988,clueweb12-0000tw-00-00831,GPE,Greenland Grenada
21989,clueweb12-0000tw-00-00831,GPE,Guadeloupe
21990,clueweb12-0000tw-00-00831,GPE,Guam Guatemala Guinea
21991,clueweb12-0000tw-00-00831,GPE,Guinea
21992,clueweb12-0000tw-00-00831,GPE,Guyana
21993,clueweb12-0000tw-00-00831,GPE,Haiti
21994,clueweb12-0000tw-00-00831,GPE,Honduras
21995,clueweb12-0000tw-00-00831,GPE,Hong Kong
21996,clueweb12-0000tw-00-00831,GPE,Hungary
21997,clueweb12-0000tw-00-00831,GPE,Iceland
21998,clueweb12-0000tw-00-00831,GPE,India
21999,clueweb12-0000tw-00-00831,GPE,Indonesia
22000,clueweb12-0000tw-00-00831,GPE,Iran
22001,clueweb12-0000tw-00-00831,GPE,Iraq
22002,clueweb12-0000tw-00-00831,GPE,Ireland
22003,clueweb12-0000tw-00-00831,GPE,Israel
22004,clueweb12-0000tw-00-00831,GPE,Jamaica
22005,clueweb12-0000tw-00-00831,GPE,Japan
22006,clueweb12-0000tw-00-00831,GPE,Kenya
22007,clueweb12-0000tw-00-00831,GPE,Kiribati
22008,clueweb12-0000tw-00-00831,GPE,Kosovo
22009,clueweb12-0000tw-00-00831,GPE,Latvia
22010,clueweb12-0000tw-00-00831,GPE,Lebanon
22011,clueweb12-0000tw-00-00831,GPE,Libya
22012,clueweb12-0000tw-00-00831,GPE,Liechtenstein
22013,clueweb12-0000tw-00-00831,GPE,Lithuania
22014,clueweb12-0000tw-00-00831,GPE,Luxembourg
22015,clueweb12-0000tw-00-00831,GPE,Macao
22016,clueweb12-0000tw-00-00831,GPE,Macedonia
22017,clueweb12-0000tw-00-00831,GPE,Madagascar
22018,clueweb12-0000tw-00-00831,GPE,Malawi
22019,clueweb12-0000tw-00-00831,GPE,Malaysia
22020,clueweb12-0000tw-00-00831,GPE,Maldives
22021,clueweb12-0000tw-00-00831,NORP,Mali
22022,clueweb12-0000tw-00-00831,GPE,Malta
22023,clueweb12-0000tw-00-00831,PERSON,Marshall
22024,clueweb12-0000tw-00-00831,GPE,Martinique
22025,clueweb12-0000tw-00-00831,GPE,Micronesia
22026,clueweb12-0000tw-00-00831,GPE,Moldova
22027,clueweb12-0000tw-00-00831,GPE,Monaco
22028,clueweb12-0000tw-00-00831,GPE,Mongolia Montenegro
22029,clueweb12-0000tw-00-00831,GPE,Montserrat
22030,clueweb12-0000tw-00-00831,GPE,Morocco
22031,clueweb12-0000tw-00-00831,GPE,Myanmar
22032,clueweb12-0000tw-00-00831,GPE,Nauru
22033,clueweb12-0000tw-00-00831,GPE,Nepal
22034,clueweb12-0000tw-00-00831,GPE,New Zealand
22035,clueweb12-0000tw-00-00831,GPE,Niger Nigeria
22036,clueweb12-0000tw-00-00831,LOC,Norfolk Island Northern Mariana Islands
22037,clueweb12-0000tw-00-00831,GPE,North Korea
22038,clueweb12-0000tw-00-00831,GPE,Norway
22039,clueweb12-0000tw-00-00831,GPE,Oman
22040,clueweb12-0000tw-00-00831,GPE,Pakistan
22041,clueweb12-0000tw-00-00831,GPE,Palau
22042,clueweb12-0000tw-00-00831,NORP,Palestinian
22043,clueweb12-0000tw-00-00831,GPE,Panama
22044,clueweb12-0000tw-00-00831,GPE,New Guinea
22045,clueweb12-0000tw-00-00831,GPE,Paraguay
22046,clueweb12-0000tw-00-00831,GPE,Peru
22047,clueweb12-0000tw-00-00831,GPE,Philippines
22048,clueweb12-0000tw-00-00831,GPE,Poland
22049,clueweb12-0000tw-00-00831,GPE,Portugal
22050,clueweb12-0000tw-00-00831,GPE,Puerto Rico Qatar
22051,clueweb12-0000tw-00-00831,GPE,Romania
22052,clueweb12-0000tw-00-00831,ORG,Russian Federation
22053,clueweb12-0000tw-00-00831,PERSON,Nevis Saint Lucia Saint Pierre
22054,clueweb12-0000tw-00-00831,PERSON,Miquelon Saint Vincent
22055,clueweb12-0000tw-00-00831,PERSON,Grenadines Samoa San Marino Sao Tome
22056,clueweb12-0000tw-00-00831,ORG,Principe Saudi Arabia
22057,clueweb12-0000tw-00-00831,ORG,Senegal Serbia
22058,clueweb12-0000tw-00-00831,ORG,Seychelles Sierra Leone Singapore
22059,clueweb12-0000tw-00-00831,GPE,Slovenia
22060,clueweb12-0000tw-00-00831,LOC,Solomon Islands
22061,clueweb12-0000tw-00-00831,GPE,South Africa
22062,clueweb12-0000tw-00-00831,GPE,Spain
22063,clueweb12-0000tw-00-00831,GPE,Sri Lanka
22064,clueweb12-0000tw-00-00831,GPE,Sudan
22065,clueweb12-0000tw-00-00831,GPE,Suriname
22066,clueweb12-0000tw-00-00831,GPE,Swaziland
22067,clueweb12-0000tw-00-00831,GPE,Sweden
22068,clueweb12-0000tw-00-00831,GPE,Switzerland
22069,clueweb12-0000tw-00-00831,GPE,Syrian Arab Republic
22070,clueweb12-0000tw-00-00831,GPE,Taiwan
22071,clueweb12-0000tw-00-00831,NORP,Tajikistan
22072,clueweb12-0000tw-00-00831,GPE,Tanzania
22073,clueweb12-0000tw-00-00831,GPE,Thailand
22074,clueweb12-0000tw-00-00831,GPE,Tonga Trinidad
22075,clueweb12-0000tw-00-00831,GPE,Tobago
22076,clueweb12-0000tw-00-00831,GPE,Tunisia
22077,clueweb12-0000tw-00-00831,NORP,Turkmenistan Turks
22078,clueweb12-0000tw-00-00831,LOC,Caicos Islands
22079,clueweb12-0000tw-00-00831,GPE,Tuvalu
22080,clueweb12-0000tw-00-00831,GPE,Uganda
22081,clueweb12-0000tw-00-00831,GPE,Ukraine
22082,clueweb12-0000tw-00-00831,GPE,United Arab Emirates
22083,clueweb12-0000tw-00-00831,GPE,United Kingdom United States
22084,clueweb12-0000tw-00-00831,GPE,United States
22085,clueweb12-0000tw-00-00831,GPE,Vatican City
22086,clueweb12-0000tw-00-00831,GPE,Venezuela Vietnam Virgin Islands
22087,clueweb12-0000tw-00-00831,GPE,British Virgin Islands
22088,clueweb12-0000tw-00-00831,GPE,U.S.
22089,clueweb12-0000tw-00-00831,PERSON,Wallis
22090,clueweb12-0000tw-00-00831,ORG,Futuna Western Sahara
22091,clueweb12-0000tw-00-00831,GPE,Yemen
22092,clueweb12-0000tw-00-00831,GPE,Zambia
22093,clueweb12-0000tw-00-00831,LAW,Post Code OPTIONAL
22094,clueweb12-0000tw-00-00831,GPE,Russia
22095,clueweb12-0000tw-00-00831,CARDINAL,200
22096,clueweb12-0000tw-00-00831,CARDINAL,Only 1
22097,clueweb12-0000tw-00-00831,CARDINAL,200
22098,clueweb12-0000tw-00-00831,PERSON,Margaret
22099,clueweb12-0000tw-00-00831,GPE,Canada
22100,clueweb12-0000tw-00-00831,TIME,17 minutes ago
22101,clueweb12-0000tw-00-00831,GPE,Georgia
22102,clueweb12-0000tw-00-00831,GPE,New Zealand
22103,clueweb12-0000tw-00-00831,TIME,28 minutes
22104,clueweb12-0000tw-00-00831,PERSON,Mark
22105,clueweb12-0000tw-00-00831,GPE,United Kingdom
22106,clueweb12-0000tw-00-00831,TIME,34 minutes ago
22107,clueweb12-0000tw-00-00831,DATE,2012
22108,clueweb12-0000tw-00-00831,PERSON,Maria
22109,clueweb12-0000tw-00-00831,GPE,Malta
22110,clueweb12-0000tw-00-00831,TIME,42 minutes ago
22111,clueweb12-0000tw-00-00831,PERSON,Jake
22112,clueweb12-0000tw-00-00831,GPE,Australia
22113,clueweb12-0000tw-00-00831,TIME,43 minutes ago
22114,clueweb12-0000tw-00-00831,ORG,Privacy Policy Join Our Team Follow
22115,clueweb12-0000tw-00-00831,PERSON,Facebook Twitter YouTube
22116,clueweb12-0000tw-00-00832,WORK_OF_ART,"English Espa ol Fran ais Portugu s About Partners Donate Home Tell Russia: No Gay Gag Order Join 250,000"
22117,clueweb12-0000tw-00-00832,GPE,Russia
22118,clueweb12-0000tw-00-00832,GPE,Sweden
22119,clueweb12-0000tw-00-00832,GPE,Sweden
22120,clueweb12-0000tw-00-00832,PERSON,Fredrik Reinfeldt
22121,clueweb12-0000tw-00-00832,NORP,Nigerians
22122,clueweb12-0000tw-00-00832,DATE,14 years
22123,clueweb12-0000tw-00-00832,GPE,BRAZIL
22124,clueweb12-0000tw-00-00832,NORP,Brazilian
22125,clueweb12-0000tw-00-00832,ORG,LGBT
22126,clueweb12-0000tw-00-00832,WORK_OF_ART,the Equality Moms
22127,clueweb12-0000tw-00-00832,ORG,JOIN THE MOVEMENT Watch
22128,clueweb12-0000tw-00-00832,TIME,2 minute
22129,clueweb12-0000tw-00-00832,CARDINAL,more than half million
22130,clueweb12-0000tw-00-00832,PRODUCT,Twitter YouTube Adding
22131,clueweb12-0000tw-00-00832,GPE,Russia
22132,clueweb12-0000tw-00-00832,CARDINAL,"almost 250,000"
22133,clueweb12-0000tw-00-00832,GPE,Russia
22134,clueweb12-0000tw-00-00832,PERSON,Love Georg Elfvelin
22135,clueweb12-0000tw-00-00832,GPE,Stockholm
22136,clueweb12-0000tw-00-00832,GPE,Sweden
22137,clueweb12-0000tw-00-00832,GPE,Sweden
22138,clueweb12-0000tw-00-00832,GPE,Sweden
22139,clueweb12-0000tw-00-00832,PERSON,Fredrik Reinfeldt
22140,clueweb12-0000tw-00-00832,DATE,66
22141,clueweb12-0000tw-00-00832,DATE,ten years
22142,clueweb12-0000tw-00-00832,ORG,LGBT
22143,clueweb12-0000tw-00-00832,GPE,Cameroon
22144,clueweb12-0000tw-00-00832,PERSON,Alice N'Kom Crisis
22145,clueweb12-0000tw-00-00832,GPE,Cameroon
22146,clueweb12-0000tw-00-00832,PERSON,Alice Alice
22147,clueweb12-0000tw-00-00832,GPE,Cameroon
22148,clueweb12-0000tw-00-00832,GPE,Ecuador
22149,clueweb12-0000tw-00-00832,PERSON,Fundaci n Causana
22150,clueweb12-0000tw-00-00832,GPE,Ecuador
22151,clueweb12-0000tw-00-00832,WORK_OF_ART,"Cure the Gays"" Clinics"
22152,clueweb12-0000tw-00-00832,PERSON,Shut Down
22153,clueweb12-0000tw-00-00832,GPE,Ecuador
22154,clueweb12-0000tw-00-00832,GPE,Ecuador
22155,clueweb12-0000tw-00-00832,CARDINAL,all - hundreds
22156,clueweb12-0000tw-00-00832,GPE,Brazil
22157,clueweb12-0000tw-00-00832,NORP,Brazilian
22158,clueweb12-0000tw-00-00832,ORG,LGBT
22159,clueweb12-0000tw-00-00832,CARDINAL,"850,653"
22160,clueweb12-0000tw-00-00832,GPE,Sydney
22161,clueweb12-0000tw-00-00832,GPE,Canada
22162,clueweb12-0000tw-00-00832,GPE,Russia
22163,clueweb12-0000tw-00-00832,TIME,less than a minute ago
22164,clueweb12-0000tw-00-00832,PERSON,Christine
22165,clueweb12-0000tw-00-00832,GPE,France
22166,clueweb12-0000tw-00-00832,GPE,Russia
22167,clueweb12-0000tw-00-00832,TIME,2 minutes ago Kysia
22168,clueweb12-0000tw-00-00832,GPE,Canada
22169,clueweb12-0000tw-00-00832,GPE,Russia
22170,clueweb12-0000tw-00-00832,TIME,2 minutes ago
22171,clueweb12-0000tw-00-00832,PERSON,Anya
22172,clueweb12-0000tw-00-00832,GPE,Australia
22173,clueweb12-0000tw-00-00832,GPE,Russia
22174,clueweb12-0000tw-00-00832,TIME,6 minutes ago Ashling
22175,clueweb12-0000tw-00-00832,GPE,Australia
22176,clueweb12-0000tw-00-00832,GPE,Russia
22177,clueweb12-0000tw-00-00832,TIME,7 minutes ago
22178,clueweb12-0000tw-00-00832,PERSON,Facebook Twitter YouTube
22179,clueweb12-0000tw-00-00833,ORG,National Lampoons Animal House
22180,clueweb12-0000tw-00-00833,ORDINAL,30th
22181,clueweb12-0000tw-00-00833,MONEY,12.47
22182,clueweb12-0000tw-00-00833,ORG,ann dvd
22183,clueweb12-0000tw-00-00833,CARDINAL,33
22184,clueweb12-0000tw-00-00833,CARDINAL,39
22185,clueweb12-0000tw-00-00833,ORDINAL,30th
22186,clueweb12-0000tw-00-00833,MONEY,12.47
22187,clueweb12-0000tw-00-00833,ORG,House
22188,clueweb12-0000tw-00-00833,PERSON,dvd www2.pulsetv.com
22189,clueweb12-0000tw-00-00833,TIME,8 hours ago
22190,clueweb12-0000tw-00-00833,CARDINAL,3
22191,clueweb12-0000tw-00-00833,PERSON,Belushi
22192,clueweb12-0000tw-00-00833,NORP,Germans
22193,clueweb12-0000tw-00-00833,LOC,Pearl Harbor
22194,clueweb12-0000tw-00-00833,TIME,6 hours ago
22195,clueweb12-0000tw-00-00833,CARDINAL,3
22196,clueweb12-0000tw-00-00833,TIME,6 hours ago
22197,clueweb12-0000tw-00-00833,CARDINAL,2
22198,clueweb12-0000tw-00-00833,DATE,Halloween
22199,clueweb12-0000tw-00-00833,DATE,Every spring
22200,clueweb12-0000tw-00-00833,PERSON,collapse mohicus
22201,clueweb12-0000tw-00-00833,TIME,6 hours ago
22202,clueweb12-0000tw-00-00833,LAW,Sort By
22203,clueweb12-0000tw-00-00833,CARDINAL,3
22204,clueweb12-0000tw-00-00833,PERSON,Belushi
22205,clueweb12-0000tw-00-00833,NORP,Germans
22206,clueweb12-0000tw-00-00833,LOC,Pearl Harbor
22207,clueweb12-0000tw-00-00833,TIME,6 hours ago
22208,clueweb12-0000tw-00-00833,CARDINAL,3
22209,clueweb12-0000tw-00-00833,TIME,6 hours ago
22210,clueweb12-0000tw-00-00833,CARDINAL,2
22211,clueweb12-0000tw-00-00833,DATE,Halloween
22212,clueweb12-0000tw-00-00833,DATE,Every spring
22213,clueweb12-0000tw-00-00833,PERSON,mohicus
22214,clueweb12-0000tw-00-00833,TIME,6 hours ago
22215,clueweb12-0000tw-00-00833,CARDINAL,2
22216,clueweb12-0000tw-00-00833,PERSON,houndlax
22217,clueweb12-0000tw-00-00833,TIME,5 hours ago
22218,clueweb12-0000tw-00-00833,CARDINAL,2
22219,clueweb12-0000tw-00-00833,CARDINAL,one
22220,clueweb12-0000tw-00-00833,DATE,today
22221,clueweb12-0000tw-00-00833,TIME,5 hours ago
22222,clueweb12-0000tw-00-00833,CARDINAL,2
22223,clueweb12-0000tw-00-00833,ORG,OTIS
22224,clueweb12-0000tw-00-00833,PERSON,myspaceisacult
22225,clueweb12-0000tw-00-00833,TIME,3 hours ago
22226,clueweb12-0000tw-00-00833,CARDINAL,1
22227,clueweb12-0000tw-00-00833,DATE,1996
22228,clueweb12-0000tw-00-00833,PERSON,Sigma Chi
22229,clueweb12-0000tw-00-00833,CARDINAL,1
22230,clueweb12-0000tw-00-00833,ORG,VHS
22231,clueweb12-0000tw-00-00833,PERSON,Signo Vinces
22232,clueweb12-0000tw-00-00833,DATE,a great weekend
22233,clueweb12-0000tw-00-00833,PERSON,kbsig106
22234,clueweb12-0000tw-00-00833,TIME,21 minutes ago
22235,clueweb12-0000tw-00-00833,DATE,8 hours ago
22236,clueweb12-0000tw-00-00833,CARDINAL,85
22237,clueweb12-0000tw-00-00833,CARDINAL,7
22238,clueweb12-0000tw-00-00833,CARDINAL,281
22239,clueweb12-0000tw-00-00833,CARDINAL,6
22240,clueweb12-0000tw-00-00833,CARDINAL,39
22241,clueweb12-0000tw-00-00833,ORG,Animal House
22242,clueweb12-0000tw-00-00833,DATE,30th Anniversary
22243,clueweb12-0000tw-00-00833,MONEY,6.49
22244,clueweb12-0000tw-00-00833,PERSON,Caddyshack
22245,clueweb12-0000tw-00-00833,ORDINAL,30th
22246,clueweb12-0000tw-00-00833,MONEY,5.00
22247,clueweb12-0000tw-00-00833,GPE,Schoolhouse Rock
22248,clueweb12-0000tw-00-00833,ORDINAL,30th
22249,clueweb12-0000tw-00-00833,EVENT,Anniversary Edition DVD
22250,clueweb12-0000tw-00-00833,MONEY,10.71
22251,clueweb12-0000tw-00-00833,EVENT,Christmas
22252,clueweb12-0000tw-00-00833,CARDINAL,14
22253,clueweb12-0000tw-00-00833,CARDINAL,1
22254,clueweb12-0000tw-00-00833,ORG,Woot Services LLC
22255,clueweb12-0000tw-00-00833,ORG,a Quality Post
22256,clueweb12-0000tw-00-00833,DATE,2004-2012
22257,clueweb12-0000tw-00-00833,ORDINAL,first
22258,clueweb12-0000tw-00-00833,GPE,Woot
22259,clueweb12-0000tw-00-00833,TIME,five minutes
22260,clueweb12-0000tw-00-00834,MONEY,49.99
22261,clueweb12-0000tw-00-00834,MONEY,49.99
22262,clueweb12-0000tw-00-00834,CARDINAL,27
22263,clueweb12-0000tw-00-00834,CARDINAL,28
22264,clueweb12-0000tw-00-00834,MONEY,49.99
